DIV_NAME,SCHOOL_YEAR,AvgOfAVG_SOL_SCALE_SCORE,Subject
Rockbridge County,2015-2016,438.51,Science
Rockingham County,2011-2012,477.3,English (Reading)
Rockingham County,2012-2013,424.91,English (Reading)
Rockingham County,2013-2014,430.56,English (Reading)
Rockingham County,2014-2015,428.64,English (Reading)
Rockingham County,2015-2016,433.47,English (Reading)
Rockingham County,2011-2012,467.68,English (Writing)
Rockingham County,2012-2013,443.61,English (Writing)
Rockingham County,2013-2014,440.8,English (Writing)
Rockingham County,2014-2015,439.43,English (Writing)
Rockingham County,2015-2016,433.5,English (Writing)
Rockingham County,2011-2012,461.01,History
Rockingham County,2012-2013,438.96,History
Rockingham County,2013-2014,455.51,History
Rockingham County,2014-2015,447.81,History
Rockingham County,2015-2016,462.58,History
Rockingham County,2011-2012,436.29,Math
Rockingham County,2012-2013,435.04,Math
Rockingham County,2013-2014,453.41,Math
Rockingham County,2014-2015,452.38,Math
Rockingham County,2015-2016,449.53,Math
Rockingham County,2011-2012,457.34,Science
Rockingham County,2012-2013,436.33,Science
Rockingham County,2013-2014,436.91,Science
Rockingham County,2014-2015,441.41,Science
Rockingham County,2015-2016,437.52,Science
Russell County,2011-2012,478.74,English (Reading)
Russell County,2012-2013,427.08,English (Reading)
Russell County,2013-2014,431.83,English (Reading)
Russell County,2014-2015,432.18,English (Reading)
Russell County,2015-2016,436.38,English (Reading)
Russell County,2011-2012,466.59,English (Writing)
Russell County,2012-2013,437.99,English (Writing)
Russell County,2013-2014,433.77,English (Writing)
Russell County,2014-2015,447.25,English (Writing)
Russell County,2015-2016,444.92,English (Writing)
Russell County,2011-2012,458.35,History
Russell County,2012-2013,423.34,History
Russell County,2013-2014,447.04,History
Russell County,2014-2015,452.22,History
Russell County,2015-2016,457.13,History
Russell County,2011-2012,406.82,Math
Russell County,2012-2013,412.2,Math
Russell County,2013-2014,422.55,Math
Russell County,2014-2015,423.64,Math
Russell County,2015-2016,425.94,Math
Russell County,2011-2012,452.74,Science
Russell County,2012-2013,431.37,Science
Russell County,2013-2014,439.92,Science
Russell County,2014-2015,432.98,Science
Russell County,2015-2016,440.84,Science
Salem City,2011-2012,488.23,English (Reading)
Salem City,2012-2013,437.75,English (Reading)
Salem City,2013-2014,439.79,English (Reading)
Salem City,2014-2015,434.38,English (Reading)
Salem City,2015-2016,444.14,English (Reading)
Salem City,2011-2012,479.47,English (Writing)
Salem City,2012-2013,447.52,English (Writing)
Salem City,2013-2014,458.68,English (Writing)
Salem City,2014-2015,448.28,English (Writing)
Salem City,2015-2016,464.16,English (Writing)
Salem City,2011-2012,466.97,History
Salem City,2012-2013,461.35,History
Salem City,2013-2014,465.85,History
Salem City,2014-2015,471.38,History
Salem City,2015-2016,467.71,History
Salem City,2011-2012,428.83,Math
Salem City,2012-2013,428.59,Math
Salem City,2013-2014,439.44,Math
Salem City,2014-2015,453.34,Math
Salem City,2015-2016,444.09,Math
Salem City,2011-2012,469.34,Science
Salem City,2012-2013,440.59,Science
Salem City,2013-2014,439.8,Science
Salem City,2014-2015,448.74,Science
Salem City,2015-2016,448.36,Science
Scott County,2011-2012,483.82,English (Reading)
Scott County,2012-2013,434.22,English (Reading)
Scott County,2013-2014,437.43,English (Reading)
Scott County,2014-2015,440.27,English (Reading)
Scott County,2015-2016,441.78,English (Reading)
Scott County,2011-2012,471.97,English (Writing)
Scott County,2012-2013,457.7,English (Writing)
Scott County,2013-2014,446.35,English (Writing)
Scott County,2014-2015,445.11,English (Writing)
Scott County,2015-2016,434.8,English (Writing)
Scott County,2011-2012,470.54,History
Scott County,2012-2013,453.11,History
Scott County,2013-2014,461.49,History
Scott County,2014-2015,470.05,History
Scott County,2015-2016,477.51,History
Scott County,2011-2012,426.64,Math
Scott County,2012-2013,425.74,Math
Scott County,2013-2014,431.38,Math
Scott County,2014-2015,439.67,Math
Scott County,2015-2016,444.16,Math
Scott County,2011-2012,455.45,Science
Scott County,2012-2013,432.25,Science
Scott County,2013-2014,434.31,Science
Scott County,2014-2015,432.98,Science
Scott County,2015-2016,436.63,Science
Shenandoah County,2011-2012,472.86,English (Reading)
Shenandoah County,2012-2013,429.83,English (Reading)
Shenandoah County,2013-2014,428.9,English (Reading)
Shenandoah County,2014-2015,427.33,English (Reading)
Shenandoah County,2015-2016,429.21,English (Reading)
Shenandoah County,2011-2012,468.89,English (Writing)
Shenandoah County,2012-2013,444.78,English (Writing)
Shenandoah County,2013-2014,437.11,English (Writing)
Shenandoah County,2014-2015,434.56,English (Writing)
Shenandoah County,2015-2016,436.79,English (Writing)
Shenandoah County,2011-2012,453.23,History
Shenandoah County,2012-2013,444,History
Shenandoah County,2013-2014,453.19,History
Shenandoah County,2014-2015,452.55,History
Shenandoah County,2015-2016,448.48,History
Shenandoah County,2011-2012,427.72,Math
Shenandoah County,2012-2013,433.13,Math
Shenandoah County,2013-2014,442.47,Math
Shenandoah County,2014-2015,443.5,Math
Shenandoah County,2015-2016,440.12,Math
Shenandoah County,2011-2012,460.89,Science
Shenandoah County,2012-2013,438.85,Science
Shenandoah County,2013-2014,436.58,Science
Shenandoah County,2014-2015,440.76,Science
Shenandoah County,2015-2016,438.94,Science
Smyth County,2011-2012,476.76,English (Reading)
Smyth County,2012-2013,429.36,English (Reading)
Smyth County,2013-2014,428.41,English (Reading)
Smyth County,2014-2015,436.77,English (Reading)
Smyth County,2015-2016,430.12,English (Reading)
Smyth County,2011-2012,455.65,English (Writing)
Smyth County,2012-2013,435.43,English (Writing)
Smyth County,2013-2014,428.48,English (Writing)
Smyth County,2014-2015,419.91,English (Writing)
Smyth County,2015-2016,417.12,English (Writing)
Smyth County,2011-2012,455.71,History
Smyth County,2012-2013,440.75,History
Smyth County,2013-2014,457.16,History
Smyth County,2014-2015,456.95,History
Smyth County,2015-2016,454.79,History
Smyth County,2011-2012,422.04,Math
Smyth County,2012-2013,417.67,Math
Smyth County,2013-2014,420.14,Math
Smyth County,2014-2015,424.53,Math
Smyth County,2015-2016,431.29,Math
Smyth County,2011-2012,447.36,Science
Smyth County,2012-2013,424.6,Science
Smyth County,2013-2014,423.54,Science
Smyth County,2014-2015,433.1,Science
Smyth County,2015-2016,435.38,Science
Southampton County,2011-2012,468.9,English (Reading)
Southampton County,2012-2013,434.28,English (Reading)
Southampton County,2013-2014,438.9,English (Reading)
Southampton County,2014-2015,435.32,English (Reading)
Southampton County,2015-2016,436.4,English (Reading)
Southampton County,2011-2012,463.32,English (Writing)
Southampton County,2012-2013,467.2,English (Writing)
Southampton County,2013-2014,449.01,English (Writing)
Southampton County,2014-2015,442.48,English (Writing)
Southampton County,2015-2016,446.98,English (Writing)
Southampton County,2011-2012,468.29,History
Southampton County,2012-2013,451.92,History
Southampton County,2013-2014,453.01,History
Southampton County,2014-2015,462.87,History
Southampton County,2015-2016,466.69,History
Southampton County,2011-2012,410.67,Math
Southampton County,2012-2013,418.69,Math
Southampton County,2013-2014,437.13,Math
Southampton County,2014-2015,457.53,Math
Southampton County,2015-2016,462.94,Math
Southampton County,2011-2012,447.24,Science
Southampton County,2012-2013,426.67,Science
Southampton County,2013-2014,429.68,Science
Southampton County,2014-2015,435.62,Science
Southampton County,2015-2016,442.43,Science
Spotsylvania County,2011-2012,467.87,English (Reading)
Spotsylvania County,2012-2013,431.69,English (Reading)
Spotsylvania County,2013-2014,430.35,English (Reading)
Spotsylvania County,2014-2015,425.59,English (Reading)
Spotsylvania County,2015-2016,430.29,English (Reading)
Spotsylvania County,2011-2012,462.39,English (Writing)
Spotsylvania County,2012-2013,445.51,English (Writing)
Spotsylvania County,2013-2014,438.39,English (Writing)
Spotsylvania County,2014-2015,434.48,English (Writing)
Spotsylvania County,2015-2016,436.27,English (Writing)
Spotsylvania County,2011-2012,456.8,History
Spotsylvania County,2012-2013,429.63,History
Spotsylvania County,2013-2014,448.62,History
Spotsylvania County,2014-2015,448.56,History
Spotsylvania County,2015-2016,445.13,History
Spotsylvania County,2011-2012,419.22,Math
Spotsylvania County,2012-2013,421.31,Math
Spotsylvania County,2013-2014,426.6,Math
Spotsylvania County,2014-2015,428.17,Math
Spotsylvania County,2015-2016,427.7,Math
Spotsylvania County,2011-2012,445.21,Science
Spotsylvania County,2012-2013,425.12,Science
Spotsylvania County,2013-2014,424.37,Science
Spotsylvania County,2014-2015,425.59,Science
Spotsylvania County,2015-2016,426.52,Science
Stafford County,2011-2012,481.75,English (Reading)
Stafford County,2012-2013,436.72,English (Reading)
Stafford County,2013-2014,436.44,English (Reading)
Stafford County,2014-2015,434.48,English (Reading)
Stafford County,2015-2016,432.14,English (Reading)
Stafford County,2011-2012,474.83,English (Writing)
Stafford County,2012-2013,451.77,English (Writing)
Stafford County,2013-2014,442.63,English (Writing)
Stafford County,2014-2015,443.46,English (Writing)
Stafford County,2015-2016,440.14,English (Writing)
Stafford County,2011-2012,464.32,History
Stafford County,2012-2013,448.94,History
Stafford County,2013-2014,456.82,History
Stafford County,2014-2015,458.86,History
Stafford County,2015-2016,455.15,History
Stafford County,2011-2012,431.63,Math
Stafford County,2012-2013,435.31,Math
Stafford County,2013-2014,442.83,Math
Stafford County,2014-2015,444.97,Math
Stafford County,2015-2016,441.16,Math
Stafford County,2011-2012,459.09,Science
Stafford County,2012-2013,437.6,Science
Stafford County,2013-2014,432.55,Science
Stafford County,2014-2015,437.7,Science
Stafford County,2015-2016,435.82,Science
Staunton City,2011-2012,479.39,English (Reading)
Staunton City,2012-2013,430.7,English (Reading)
Staunton City,2013-2014,432,English (Reading)
Staunton City,2014-2015,424.45,English (Reading)
Staunton City,2015-2016,427.39,English (Reading)
Staunton City,2011-2012,469.25,English (Writing)
Staunton City,2012-2013,457.22,English (Writing)
Staunton City,2013-2014,440.39,English (Writing)
Staunton City,2014-2015,435.55,English (Writing)
Staunton City,2015-2016,432.8,English (Writing)
Staunton City,2011-2012,442.27,History
Staunton City,2012-2013,419.14,History
Staunton City,2013-2014,435.15,History
Staunton City,2014-2015,434.01,History
Staunton City,2015-2016,439.3,History
Staunton City,2011-2012,428.16,Math
Staunton City,2012-2013,425.89,Math
Staunton City,2013-2014,427.07,Math
Staunton City,2014-2015,428.21,Math
Staunton City,2015-2016,438.13,Math
Staunton City,2011-2012,458.53,Science
Staunton City,2012-2013,439.86,Science
Staunton City,2013-2014,440.34,Science
Staunton City,2014-2015,433.33,Science
Staunton City,2015-2016,440.18,Science
Suffolk City,2011-2012,465.78,English (Reading)
Suffolk City,2012-2013,423.96,English (Reading)
Suffolk City,2013-2014,426.83,English (Reading)
Suffolk City,2014-2015,425.25,English (Reading)
Suffolk City,2015-2016,422.96,English (Reading)
Suffolk City,2011-2012,455.3,English (Writing)
Suffolk City,2012-2013,437.3,English (Writing)
Suffolk City,2013-2014,436.92,English (Writing)
Suffolk City,2014-2015,431.32,English (Writing)
Suffolk City,2015-2016,432.39,English (Writing)
Suffolk City,2011-2012,453.43,History
Suffolk City,2012-2013,432.35,History
Suffolk City,2013-2014,452.67,History
Suffolk City,2014-2015,452.66,History
Suffolk City,2015-2016,451.12,History
Suffolk City,2011-2012,404.02,Math
Suffolk City,2012-2013,404.82,Math
Suffolk City,2013-2014,413.79,Math
Suffolk City,2014-2015,417.57,Math
Suffolk City,2015-2016,421.29,Math
Suffolk City,2011-2012,444.2,Science
Suffolk City,2012-2013,422.6,Science
Suffolk City,2013-2014,424.47,Science
Suffolk City,2014-2015,425.32,Science
Suffolk City,2015-2016,425.3,Science
Surry County,2011-2012,486.79,English (Reading)
Surry County,2012-2013,422,English (Reading)
Surry County,2013-2014,438.55,English (Reading)
Surry County,2014-2015,430.26,English (Reading)
Surry County,2015-2016,432.75,English (Reading)
Surry County,2011-2012,482.83,English (Writing)
Surry County,2012-2013,458.11,English (Writing)
Surry County,2013-2014,448.27,English (Writing)
Surry County,2014-2015,435.27,English (Writing)
Surry County,2015-2016,438.05,English (Writing)
Surry County,2011-2012,446.91,History
Surry County,2012-2013,426.25,History
Surry County,2013-2014,447.77,History
Surry County,2014-2015,440.31,History
Surry County,2015-2016,434.71,History
Surry County,2011-2012,413.64,Math
Surry County,2012-2013,411.1,Math
Surry County,2013-2014,413.97,Math
Surry County,2014-2015,411.92,Math
Surry County,2015-2016,421.99,Math
Surry County,2011-2012,458.53,Science
Surry County,2012-2013,429.16,Science
Surry County,2013-2014,421.06,Science
Surry County,2014-2015,429.29,Science
Surry County,2015-2016,423.52,Science
Sussex County,2011-2012,468.77,English (Reading)
Sussex County,2012-2013,422.04,English (Reading)
Sussex County,2013-2014,427.68,English (Reading)
Sussex County,2014-2015,420.62,English (Reading)
Sussex County,2015-2016,436.65,English (Reading)
Sussex County,2011-2012,454.94,English (Writing)
Sussex County,2012-2013,424.46,English (Writing)
Sussex County,2013-2014,382.07,English (Writing)
Sussex County,2014-2015,419.97,English (Writing)
Sussex County,2015-2016,434.75,English (Writing)
Sussex County,2011-2012,429.35,History
Sussex County,2012-2013,421.25,History
Sussex County,2013-2014,432.54,History
Sussex County,2014-2015,443.34,History
Sussex County,2015-2016,441.32,History
Sussex County,2011-2012,396.67,Math
Sussex County,2012-2013,391,Math
Sussex County,2013-2014,408.12,Math
Sussex County,2014-2015,422.08,Math
Sussex County,2015-2016,435.35,Math
Sussex County,2011-2012,436.93,Science
Sussex County,2012-2013,415.28,Science
Sussex County,2013-2014,417.61,Science
Sussex County,2014-2015,421.32,Science
Sussex County,2015-2016,423.03,Science
Tazewell County,2011-2012,476.38,English (Reading)
Tazewell County,2012-2013,428.63,English (Reading)
Tazewell County,2013-2014,431.68,English (Reading)
Tazewell County,2014-2015,435.86,English (Reading)
Tazewell County,2015-2016,437.53,English (Reading)
Tazewell County,2011-2012,457.58,English (Writing)
Tazewell County,2012-2013,436.01,English (Writing)
Tazewell County,2013-2014,424.15,English (Writing)
Tazewell County,2014-2015,444.08,English (Writing)
Tazewell County,2015-2016,447.65,English (Writing)
Tazewell County,2011-2012,459.93,History
Tazewell County,2012-2013,431.88,History
Tazewell County,2013-2014,457.99,History
Tazewell County,2014-2015,460.96,History
Tazewell County,2015-2016,460.98,History
Tazewell County,2011-2012,410.82,Math
Tazewell County,2012-2013,412.08,Math
Tazewell County,2013-2014,427.93,Math
Tazewell County,2014-2015,435.67,Math
Tazewell County,2015-2016,441,Math
Tazewell County,2011-2012,452.66,Science
Tazewell County,2012-2013,431.34,Science
Tazewell County,2013-2014,433.66,Science
Tazewell County,2014-2015,433.13,Science
Tazewell County,2015-2016,432.84,Science
Virginia Beach City,2011-2012,483.49,English (Reading)
Virginia Beach City,2012-2013,436.5,English (Reading)
Virginia Beach City,2013-2014,439.04,English (Reading)
Virginia Beach City,2014-2015,436.35,English (Reading)
Virginia Beach City,2015-2016,437.93,English (Reading)
Virginia Beach City,2011-2012,472.22,English (Writing)
Virginia Beach City,2012-2013,450.77,English (Writing)
Virginia Beach City,2013-2014,444.73,English (Writing)
Virginia Beach City,2014-2015,446.59,English (Writing)
Virginia Beach City,2015-2016,449.7,English (Writing)
Virginia Beach City,2011-2012,459.33,History
Virginia Beach City,2012-2013,432.67,History
Virginia Beach City,2013-2014,453.98,History
Virginia Beach City,2014-2015,456.39,History
Virginia Beach City,2015-2016,456.88,History
Virginia Beach City,2011-2012,422.22,Math
Virginia Beach City,2012-2013,423.45,Math
Virginia Beach City,2013-2014,434.61,Math
Virginia Beach City,2014-2015,441.28,Math
Virginia Beach City,2015-2016,443.91,Math
Virginia Beach City,2011-2012,458,Science
Virginia Beach City,2012-2013,434.67,Science
Virginia Beach City,2013-2014,434.38,Science
Virginia Beach City,2014-2015,439.68,Science
Virginia Beach City,2015-2016,442.02,Science
Warren County,2011-2012,470.68,English (Reading)
Warren County,2012-2013,422.34,English (Reading)
Warren County,2013-2014,428.71,English (Reading)
Warren County,2014-2015,424.77,English (Reading)
Warren County,2015-2016,427.66,English (Reading)
Warren County,2011-2012,451.72,English (Writing)
Warren County,2012-2013,443.49,English (Writing)
Warren County,2013-2014,434.42,English (Writing)
Warren County,2014-2015,424.86,English (Writing)
Warren County,2015-2016,433.54,English (Writing)
Warren County,2011-2012,452.97,History
Warren County,2012-2013,441.14,History
Warren County,2013-2014,455.42,History
Warren County,2014-2015,459.43,History
Warren County,2015-2016,457.38,History
Warren County,2011-2012,412.22,Math
Warren County,2012-2013,419.09,Math
Warren County,2013-2014,419.77,Math
Warren County,2014-2015,422.06,Math
Warren County,2015-2016,422.33,Math
Warren County,2011-2012,459.18,Science
Warren County,2012-2013,440.5,Science
Warren County,2013-2014,439.92,Science
Warren County,2014-2015,436.45,Science
Warren County,2015-2016,438.96,Science
Washington County,2011-2012,494.9,English (Reading)
Washington County,2012-2013,441.3,English (Reading)
Washington County,2013-2014,436.88,English (Reading)
Washington County,2014-2015,436.5,English (Reading)
Washington County,2015-2016,445.42,English (Reading)
Washington County,2011-2012,463.77,English (Writing)
Washington County,2012-2013,438.05,English (Writing)
Washington County,2013-2014,436.15,English (Writing)
Washington County,2014-2015,425.83,English (Writing)
Washington County,2015-2016,431.38,English (Writing)
Washington County,2011-2012,463.19,History
Washington County,2012-2013,439.99,History
Washington County,2013-2014,460.91,History
Washington County,2014-2015,455.18,History
Washington County,2015-2016,461.93,History
Washington County,2011-2012,420.03,Math
Washington County,2012-2013,423.97,Math
Washington County,2013-2014,427.59,Math
Washington County,2014-2015,438.87,Math
Washington County,2015-2016,443.4,Math
Washington County,2011-2012,459.36,Science
Washington County,2012-2013,432.99,Science
Washington County,2013-2014,436.82,Science
Washington County,2014-2015,441.28,Science
Washington County,2015-2016,443.11,Science
Waynesboro City,2011-2012,463.33,English (Reading)
Waynesboro City,2012-2013,431.62,English (Reading)
Waynesboro City,2013-2014,429.51,English (Reading)
Waynesboro City,2014-2015,424.95,English (Reading)
Waynesboro City,2015-2016,435.77,English (Reading)
Waynesboro City,2011-2012,457.36,English (Writing)
Waynesboro City,2012-2013,447.06,English (Writing)
Waynesboro City,2013-2014,430.17,English (Writing)
Waynesboro City,2014-2015,433.53,English (Writing)
Waynesboro City,2015-2016,432.69,English (Writing)
Waynesboro City,2011-2012,449.3,History
Waynesboro City,2012-2013,428.88,History
Waynesboro City,2013-2014,445.07,History
Waynesboro City,2014-2015,437.07,History
Waynesboro City,2015-2016,437.94,History
Waynesboro City,2011-2012,410.07,Math
Waynesboro City,2012-2013,419.3,Math
Waynesboro City,2013-2014,417.49,Math
Waynesboro City,2014-2015,423,Math
Waynesboro City,2015-2016,432.87,Math
Waynesboro City,2011-2012,442.85,Science
Waynesboro City,2012-2013,424.6,Science
Waynesboro City,2013-2014,423.81,Science
Waynesboro City,2014-2015,425.63,Science
Waynesboro City,2015-2016,417.55,Science
West Point,2011-2012,535.15,English (Reading)
West Point,2012-2013,471.83,English (Reading)
West Point,2013-2014,465.86,English (Reading)
West Point,2014-2015,460.08,English (Reading)
West Point,2015-2016,463.32,English (Reading)
West Point,2011-2012,497.07,English (Writing)
West Point,2012-2013,485.3,English (Writing)
West Point,2013-2014,483.05,English (Writing)
West Point,2014-2015,486.37,English (Writing)
West Point,2015-2016,475.96,English (Writing)
West Point,2011-2012,475.32,History
West Point,2012-2013,479.88,History
West Point,2013-2014,474.68,History
West Point,2014-2015,484.84,History
West Point,2015-2016,478.93,History
West Point,2011-2012,438.1,Math
West Point,2012-2013,440.85,Math
West Point,2013-2014,460.71,Math
West Point,2014-2015,458.33,Math
West Point,2015-2016,449.33,Math
West Point,2011-2012,492.82,Science
West Point,2012-2013,460.28,Science
West Point,2013-2014,463.2,Science
West Point,2014-2015,463.44,Science
West Point,2015-2016,468.47,Science
Westmoreland County,2011-2012,477.23,English (Reading)
Westmoreland County,2012-2013,417.87,English (Reading)
Westmoreland County,2013-2014,422.03,English (Reading)
Westmoreland County,2014-2015,423.56,English (Reading)
Westmoreland County,2015-2016,424.09,English (Reading)
Westmoreland County,2011-2012,453.7,English (Writing)
Westmoreland County,2012-2013,425.1,English (Writing)
Westmoreland County,2013-2014,427.33,English (Writing)
Westmoreland County,2014-2015,426.67,English (Writing)
Westmoreland County,2015-2016,430.25,English (Writing)
Westmoreland County,2011-2012,444.93,History
Westmoreland County,2012-2013,433.29,History
Westmoreland County,2013-2014,444.62,History
Westmoreland County,2014-2015,454.16,History
Westmoreland County,2015-2016,452.58,History
Westmoreland County,2011-2012,406.66,Math
Westmoreland County,2012-2013,416.96,Math
Westmoreland County,2013-2014,426.22,Math
Westmoreland County,2014-2015,436.79,Math
Westmoreland County,2015-2016,435.66,Math
Westmoreland County,2011-2012,448.43,Science
Westmoreland County,2012-2013,422.66,Science
Westmoreland County,2013-2014,419.32,Science
Westmoreland County,2014-2015,425.61,Science
Westmoreland County,2015-2016,429.96,Science
Williamsburg-James City County,2011-2012,486.8,English (Reading)
Williamsburg-James City County,2012-2013,435.59,English (Reading)
Williamsburg-James City County,2013-2014,436.48,English (Reading)
Williamsburg-James City County,2014-2015,438.81,English (Reading)
Williamsburg-James City County,2015-2016,439.3,English (Reading)
Williamsburg-James City County,2011-2012,470.78,English (Writing)
Williamsburg-James City County,2012-2013,451.67,English (Writing)
Williamsburg-James City County,2013-2014,448.55,English (Writing)
Williamsburg-James City County,2014-2015,453.51,English (Writing)
Williamsburg-James City County,2015-2016,454.86,English (Writing)
Williamsburg-James City County,2011-2012,460.21,History
Williamsburg-James City County,2012-2013,438.42,History
Williamsburg-James City County,2013-2014,460.56,History
Williamsburg-James City County,2014-2015,459.01,History
Williamsburg-James City County,2015-2016,455.96,History
Williamsburg-James City County,2011-2012,428.35,Math
Williamsburg-James City County,2012-2013,430.31,Math
Williamsburg-James City County,2013-2014,436.72,Math
Williamsburg-James City County,2014-2015,437.74,Math
Williamsburg-James City County,2015-2016,435.97,Math
Williamsburg-James City County,2011-2012,458.13,Science
Williamsburg-James City County,2012-2013,435.28,Science
Williamsburg-James City County,2013-2014,439.41,Science
Williamsburg-James City County,2014-2015,440.21,Science
Williamsburg-James City County,2015-2016,443.59,Science
Winchester City,2011-2012,481.25,English (Reading)
Winchester City,2012-2013,427.81,English (Reading)
Winchester City,2013-2014,428.65,English (Reading)
Winchester City,2014-2015,436.91,English (Reading)
Winchester City,2015-2016,433.32,English (Reading)
Winchester City,2011-2012,469.38,English (Writing)
Winchester City,2012-2013,453.75,English (Writing)
Winchester City,2013-2014,443.23,English (Writing)
Winchester City,2014-2015,441.77,English (Writing)
Winchester City,2015-2016,453.58,English (Writing)
Winchester City,2011-2012,449.95,History
Winchester City,2012-2013,448.33,History
Winchester City,2013-2014,446.55,History
Winchester City,2014-2015,449.55,History
Winchester City,2015-2016,449.42,History
Winchester City,2011-2012,422.13,Math
Winchester City,2012-2013,417.79,Math
Winchester City,2013-2014,440.22,Math
Winchester City,2014-2015,431.17,Math
Winchester City,2015-2016,436.19,Math
Winchester City,2011-2012,447.68,Science
Winchester City,2012-2013,419.65,Science
Winchester City,2013-2014,428.2,Science
Winchester City,2014-2015,426.55,Science
Winchester City,2015-2016,426.71,Science
Wise County,2011-2012,473.95,English (Reading)
Wise County,2012-2013,430.23,English (Reading)
Wise County,2013-2014,430.03,English (Reading)
Wise County,2014-2015,436.98,English (Reading)
Wise County,2015-2016,441.33,English (Reading)
Wise County,2011-2012,462.23,English (Writing)
Wise County,2012-2013,451.75,English (Writing)
Wise County,2013-2014,441.79,English (Writing)
Wise County,2014-2015,439.97,English (Writing)
Wise County,2015-2016,447.66,English (Writing)
Wise County,2011-2012,468.45,History
Wise County,2012-2013,451.06,History
Wise County,2013-2014,479.57,History
Wise County,2014-2015,469.19,History
Wise County,2015-2016,469.98,History
Wise County,2011-2012,431.45,Math
Wise County,2012-2013,444.52,Math
Wise County,2013-2014,445.7,Math
Wise County,2014-2015,462.38,Math
Wise County,2015-2016,461.41,Math
Wise County,2011-2012,455.42,Science
Wise County,2012-2013,439.69,Science
Wise County,2013-2014,444.18,Science
Wise County,2014-2015,449.31,Science
Wise County,2015-2016,450.71,Science
Wythe County,2011-2012,467.96,English (Reading)
Wythe County,2012-2013,424.9,English (Reading)
Wythe County,2013-2014,432.41,English (Reading)
Wythe County,2014-2015,433.99,English (Reading)
Wythe County,2015-2016,437.73,English (Reading)
Wythe County,2011-2012,459.17,English (Writing)
Wythe County,2012-2013,432.09,English (Writing)
Wythe County,2013-2014,438.35,English (Writing)
Wythe County,2014-2015,439.5,English (Writing)
Wythe County,2015-2016,439.56,English (Writing)
Wythe County,2011-2012,461.27,History
Wythe County,2012-2013,448.01,History
Wythe County,2013-2014,460.68,History
Wythe County,2014-2015,458.19,History
Wythe County,2015-2016,469.37,History
Wythe County,2011-2012,406.34,Math
Wythe County,2012-2013,400.79,Math
Wythe County,2013-2014,415.45,Math
Wythe County,2014-2015,433.34,Math
Wythe County,2015-2016,454.49,Math
Wythe County,2011-2012,451.9,Science
Wythe County,2012-2013,432.67,Science
Wythe County,2013-2014,435.79,Science
Wythe County,2014-2015,432.78,Science
Wythe County,2015-2016,440.11,Science
York County,2011-2012,495.47,English (Reading)
York County,2012-2013,446.57,English (Reading)
York County,2013-2014,446.04,English (Reading)
York County,2014-2015,443.46,English (Reading)
York County,2015-2016,447.67,English (Reading)
York County,2011-2012,490.85,English (Writing)
York County,2012-2013,464.95,English (Writing)
York County,2013-2014,457.22,English (Writing)
York County,2014-2015,464.49,English (Writing)
York County,2015-2016,465.22,English (Writing)
York County,2011-2012,467.68,History
York County,2012-2013,447.66,History
York County,2013-2014,461.52,History
York County,2014-2015,461.37,History
York County,2015-2016,463.8,History
York County,2011-2012,425.84,Math
York County,2012-2013,429.43,Math
York County,2013-2014,433.19,Math
York County,2014-2015,439.68,Math
York County,2015-2016,442.83,Math
York County,2011-2012,460.51,Science
York County,2012-2013,441.31,Science
York County,2013-2014,441.99,Science
York County,2014-2015,441.3,Science
York County,2015-2016,441.52,Science
,2011-2012,460.77,English (Reading)
,2012-2013,421.19,English (Reading)
,2013-2014,422.55,English (Reading)
,2014-2015,421.73,English (Reading)
,2015-2016,421.86,English (Reading)
,2011-2012,454.45,English (Writing)
,2012-2013,435.68,English (Writing)
,2013-2014,427.57,English (Writing)
,2014-2015,426.65,English (Writing)
,2015-2016,427.09,English (Writing)
,2011-2012,444.28,History
,2012-2013,431.31,History
,2013-2014,441.57,History
,2014-2015,440.37,History
,2015-2016,440.18,History
,2011-2012,414.22,Math
,2012-2013,416.04,Math
,2013-2014,422.91,Math
,2014-2015,426.76,Math
,2015-2016,427.54,Math
,2011-2012,442.61,Science
,2012-2013,421.67,Science
,2013-2014,422.58,Science
,2014-2015,424.29,Science
,2015-2016,424.83,Science
